Fund Holdings as of,"28/Jul/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"TRU","TRANSUNION","Equity","0.04","118.34","5,129.00","606,965.86","606,965.86","Industrials","US89400J1079","New York Stock Exchange Inc.","United States","USD"
"ATCO B","ATLAS COPCO CLASS B","Equity","0.04","56.69","10,698.00","606,503.32","606,503.32","Industrials","SE0011166628","Nasdaq Omx Nordic","Sweden","SEK"
"MLM","MARTIN MARIETTA MATERIALS INC","Equity","0.04","367.46","1,649.00","605,941.54","605,941.54","Materials","US5732841060","New York Stock Exchange Inc.","United States","USD"
"BT.A","BT GROUP PLC","Equity","0.04","2.55","237,329.00","605,474.35","605,474.35","Communication","GB0030913577","London Stock Exchange","United Kingdom","GBP"
"823","LINK REAL ESTATE INVESTMENT TRUST","Equity","0.04","9.74","62,100.00","605,129.33","605,129.33","Real Estate","HK0823032773","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"XYL","XYLEM INC","Equity","0.04","122.93","4,918.00","604,569.74","604,569.74","Industrials","US98419M1009","New York Stock Exchange Inc.","United States","USD"
"BURL","BURLINGTON STORES INC","Equity","0.04","324.50","1,855.00","601,947.50","601,947.50","Consumer Discretionary","US1220171060","New York Stock Exchange Inc.","United States","USD"
"IP","INTERNATIONAL PAPER","Equity","0.04","58.50","10,285.00","601,672.50","601,672.50","Materials","US4601461035","New York Stock Exchange Inc.","United States","USD"
"HES","HESS CORP","Equity","0.04","77.49","7,762.00","601,477.38","601,477.38","Energy","US42809H1077","New York Stock Exchange Inc.","United States","USD"
"COLO B","COLOPLAST B","Equity","0.04","181.18","3,299.00","597,700.87","597,700.87","Health Care","DK0060448595","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"NTRS","NORTHERN TRUST CORP","Equity","0.04","111.84","5,335.00","596,666.40","596,666.40","Financials","US6658591044","NASDAQ","United States","USD"
"COO","COOPER INC","Equity","0.04","413.64","1,437.00","594,400.68","594,400.68","Health Care","US2166484020","New York Stock Exchange Inc.","United States","USD"
"TRMB","TRIMBLE INC","Equity","0.04","84.12","7,063.00","594,139.56","594,139.56","Information Technology","US8962391004","NASDAQ","United States","USD"
"9020","EAST JAPAN RAILWAY","Equity","0.04","68.20","8,700.00","593,379.35","593,379.35","Industrials","JP3783600004","Tokyo Stock Exchange","Japan","JPY"
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.04","14.46","41,034.00","593,351.64","593,351.64","Information Technology","US42824C1099","New York Stock Exchange Inc.","United States","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Equity","0.04","171.28","3,464.00","593,313.92","593,313.92","Communication","US8740541094","NASDAQ","United States","USD"
"3","HONG KONG AND CHINA GAS LTD","Equity","0.04","1.63","363,214.00","592,064.78","592,064.78","Utilities","HK0003000038","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.04","84.70","6,988.00","591,883.60","591,883.60","Consumer Staples","US5797802064","New York Stock Exchange Inc.","United States","USD"
"SAMPO","SAMPO","Equity","0.04","47.99","12,328.00","591,603.05","591,603.05","Financials","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.04","13.99","42,282.00","591,525.18","591,525.18","Financials","US4461501045","NASDAQ","United States","USD"
"QRVO","QORVO INC","Equity","0.04","190.34","3,106.00","591,196.04","591,196.04","Information Technology","US74736K1016","NASDAQ","United States","USD"
"8802","MITSUBISHI ESTATE CO LTD","Equity","0.04","15.76","37,492.00","590,930.58","590,930.58","Real Estate","JP3899600005","Tokyo Stock Exchange","Japan","JPY"
"KEY","KEYCORP","Equity","0.04","19.59","30,118.00","590,011.62","590,011.62","Financials","US4932671088","New York Stock Exchange Inc.","United States","USD"
"FTS","FORTIS INC","Equity","0.04","44.71","13,135.00","587,224.05","587,224.05","Utilities","CA3495531079","Toronto Stock Exchange","Canada","CAD"
"KDP","KEURIG DR PEPPER INC","Equity","0.04","35.33","16,566.00","585,276.78","585,276.78","Consumer Staples","US49271V1008","NASDAQ","United States","USD"
"INVH","INVITATION HOMES INC","Equity","0.04","40.54","14,365.00","582,357.10","582,357.10","Real Estate","US46187W1071","New York Stock Exchange Inc.","United States","USD"
"IFC","INTACT FINANCIAL CORP","Equity","0.04","135.07","4,305.00","581,461.66","581,461.66","Financials","CA45823T1066","Toronto Stock Exchange","Canada","CAD"
"669","TECHTRONIC INDUSTRIES LTD","Equity","0.04","17.55","33,000.00","579,073.89","579,073.89","Industrials","HK0669013440","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"VIE","VEOLIA ENVIRON. SA","Equity","0.04","32.04","18,061.00","578,595.74","578,595.74","Utilities","FR0000124141","Nyse Euronext - Euronext Paris","France","EUR"
"GIB.A","CGI INC","Equity","0.04","89.70","6,443.00","577,936.20","577,936.20","Information Technology","CA12532H1047","Toronto Stock Exchange","Canada","CAD"
"PKI","PERKINELMER INC","Equity","0.04","174.46","3,310.00","577,462.60","577,462.60","Health Care","US7140461093","New York Stock Exchange Inc.","United States","USD"
"DRE","DUKE REALTY REIT CORP","Equity","0.04","51.02","11,318.00","577,444.36","577,444.36","Real Estate","US2644115055","New York Stock Exchange Inc.","United States","USD"
"TSCO","TRACTOR SUPPLY","Equity","0.04","183.49","3,144.00","576,892.56","576,892.56","Consumer Discretionary","US8923561067","NASDAQ","United States","USD"
"DRI","DARDEN RESTAURANTS INC","Equity","0.04","148.20","3,887.00","576,053.40","576,053.40","Consumer Discretionary","US2371941053","New York Stock Exchange Inc.","United States","USD"
"DHER","DELIVERY HERO","Equity","0.04","147.67","3,890.00","574,439.19","574,439.19","Consumer Discretionary","DE000A2E4K43","Xetra","Germany","EUR"
"DGX","QUEST DIAGNOSTICS INC","Equity","0.04","139.97","4,094.00","573,037.18","573,037.18","Health Care","US74834L1008","New York Stock Exchange Inc.","United States","USD"
"PAYC","PAYCOM SOFTWARE INC","Equity","0.04","395.24","1,438.00","568,355.12","568,355.12","Information Technology","US70432V1026","New York Stock Exchange Inc.","United States","USD"
"DDOG","DATADOG INC CLASS A","Equity","0.04","111.45","5,098.00","568,172.10","568,172.10","Information Technology","US23804L1035","NASDAQ","United States","USD"
"1925","DAIWA HOUSE INDUSTRY LTD","Equity","0.04","31.02","18,300.00","567,730.45","567,730.45","Real Estate","JP3505000004","Tokyo Stock Exchange","Japan","JPY"
"ALLY","ALLY FINANCIAL INC","Equity","0.04","51.06","11,117.00","567,634.02","567,634.02","Financials","US02005N1000","New York Stock Exchange Inc.","United States","USD"
"8267","AEON LTD","Equity","0.04","27.55","20,600.00","567,430.75","567,430.75","Consumer Staples","JP3388200002","Tokyo Stock Exchange","Japan","JPY"
"REP","REPSOL SA","Equity","0.04","11.32","49,923.00","565,268.15","565,268.15","Energy","ES0173516115","Bolsa De Madrid","Spain","EUR"
"4523","EISAI LTD","Equity","0.04","84.06","6,700.00","563,211.33","563,211.33","Health Care","JP3160400002","Tokyo Stock Exchange","Japan","JPY"
"GWW","WW GRAINGER INC","Equity","0.03","454.08","1,237.00","561,696.96","561,696.96","Industrials","US3848021040","New York Stock Exchange Inc.","United States","USD"
"6502","TOSHIBA CORP","Equity","0.03","41.91","13,400.00","561,629.28","561,629.28","Industrials","JP3592200004","Tokyo Stock Exchange","Japan","JPY"
"SOON","SONOVA HOLDING AG","Equity","0.03","386.57","1,452.00","561,296.00","561,296.00","Health Care","CH0012549785","SIX Swiss Exchange","Switzerland","CHF"
"AKAM","AKAMAI TECHNOLOGIES INC","Equity","0.03","119.14","4,711.00","561,268.54","561,268.54","Information Technology","US00971T1016","NASDAQ","United States","USD"
"EQNR","EQUINOR","Equity","0.03","19.49","28,655.00","558,478.88","558,478.88","Energy","NO0010096985","Oslo Bors Asa","Norway","NOK"
"8113","UNICHARM CORP","Equity","0.03","40.36","13,800.00","556,963.04","556,963.04","Consumer Staples","JP3951600000","Tokyo Stock Exchange","Japan","JPY"
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.03","118.00","4,719.00","556,842.00","556,842.00","Real Estate","US1011211018","New York Stock Exchange Inc.","United States","USD"
"CTLT","CATALENT INC","Equity","0.03","116.51","4,759.00","554,471.09","554,471.09","Health Care","US1488061029","New York Stock Exchange Inc.","United States","USD"
"RNG","RINGCENTRAL INC CLASS A","Equity","0.03","266.43","2,077.00","553,375.11","553,375.11","Information Technology","US76680R2067","New York Stock Exchange Inc.","United States","USD"
"MAERSK B","A P MOLLER MAERSK B","Equity","0.03","2,711.30","203.00","550,393.84","550,393.84","Industrials","DK0010244508","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"ULTA","ULTA BEAUTY INC","Equity","0.03","333.97","1,648.00","550,382.56","550,382.56","Consumer Discretionary","US90384S3031","NASDAQ","United States","USD"
"8053","SUMITOMO CORP","Equity","0.03","13.50","40,700.00","549,640.36","549,640.36","Industrials","JP3404600003","Tokyo Stock Exchange","Japan","JPY"
"EXAS","EXACT SCIENCES CORP","Equity","0.03","116.06","4,726.00","548,499.56","548,499.56","Health Care","US30063P1057","NASDAQ","United States","USD"
"4578","OTSUKA HOLDINGS LTD","Equity","0.03","40.60","13,500.00","548,165.47","548,165.47","Health Care","JP3188220002","Tokyo Stock Exchange","Japan","JPY"
"CZR","CAESARS ENTERTAINMENT INC","Equity","0.03","92.37","5,926.00","547,384.62","547,384.62","Consumer Discretionary","US12769G1004","NASDAQ","United States","USD"
"ANET","ARISTA NETWORKS INC","Equity","0.03","377.05","1,444.00","544,460.20","544,460.20","Information Technology","US0404131064","New York Stock Exchange Inc.","United States","USD"
"ESSITY B","ESSITY CLASS B","Equity","0.03","32.26","16,854.00","543,633.34","543,633.34","Consumer Staples","SE0009922164","Nasdaq Omx Nordic","Sweden","SEK"
"GPC","GENUINE PARTS","Equity","0.03","126.05","4,307.00","542,897.35","542,897.35","Consumer Discretionary","US3724601055","New York Stock Exchange Inc.","United States","USD"
"GBP","GBP CASH","Cash","0.03","138.69","390,029.00","540,931.84","540,931.84","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"DPZ","DOMINOS PIZZA INC","Equity","0.03","524.57","1,031.00","540,831.67","540,831.67","Consumer Discretionary","US25754A2015","New York Stock Exchange Inc.","United States","USD"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Equity","0.03","75.00","7,212.00","540,900.00","540,900.00","Information Technology","US78467J1007","NASDAQ","United States","USD"
"HAL","HALLIBURTON","Equity","0.03","21.09","25,629.00","540,515.61","540,515.61","Energy","US4062161017","New York Stock Exchange Inc.","United States","USD"
"KBC","KBC GROEP","Equity","0.03","79.72","6,777.00","540,244.97","540,244.97","Financials","BE0003565737","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"6869","SYSMEX CORP","Equity","0.03","119.93","4,500.00","539,664.88","539,664.88","Health Care","JP3351100007","Tokyo Stock Exchange","Japan","JPY"
"SN.","SMITH AND NEPHEW PLC","Equity","0.03","21.68","24,873.00","539,350.65","539,350.65","Health Care","GB0009223206","London Stock Exchange","United Kingdom","GBP"
"CARL B","CARLSBERG AS CL B","Equity","0.03","186.73","2,889.00","539,460.28","539,460.28","Consumer Staples","DK0010181759","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Equity","0.03","431.00","1,247.00","537,457.00","537,457.00","Information Technology","US6098391054","NASDAQ","United States","USD"
"RF","REGIONS FINANCIAL CORP","Equity","0.03","19.41","27,592.00","535,560.72","535,560.72","Financials","US7591EP1005","New York Stock Exchange Inc.","United States","USD"
"IEX","IDEX CORP","Equity","0.03","219.62","2,438.00","535,433.56","535,433.56","Industrials","US45167R1041","New York Stock Exchange Inc.","United States","USD"
"LOGN","LOGITECH INTERNATIONAL SA","Equity","0.03","108.03","4,949.00","534,634.92","534,634.92","Information Technology","CH0025751329","SIX Swiss Exchange","Switzerland","CHF"
"WDC","WESTERN DIGITAL CORP","Equity","0.03","63.52","8,403.00","533,758.56","533,758.56","Information Technology","US9581021055","NASDAQ","United States","USD"
"DNB","DNB BANK","Equity","0.03","20.18","26,435.00","533,379.40","533,379.40","Financials","NO0010161896","Oslo Bors Asa","Norway","NOK"
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.03","43.30","12,312.00","533,109.60","533,109.60","Financials","US1746101054","New York Stock Exchange Inc.","United States","USD"
"RJF","RAYMOND JAMES INC","Equity","0.03","130.19","4,093.00","532,867.67","532,867.67","Financials","US7547301090","New York Stock Exchange Inc.","United States","USD"
"PEAK","HEALTHPEAK PROPERTIES INC","Equity","0.03","36.84","14,454.00","532,485.36","532,485.36","Real Estate","US42250P1030","New York Stock Exchange Inc.","United States","USD"
"AVTR","AVANTOR INC","Equity","0.03","37.48","14,191.00","531,878.68","531,878.68","Health Care","US05352A1007","New York Stock Exchange Inc.","United States","USD"
"NTAP","NETAPP INC","Equity","0.03","78.21","6,781.00","530,342.01","530,342.01","Information Technology","US64110D1046","NASDAQ","United States","USD"
"STE","STERIS","Equity","0.03","214.28","2,466.00","528,414.48","528,414.48","Health Care","IE00BFY8C754","New York Stock Exchange Inc.","United States","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Equity","0.03","80.09","6,583.00","527,232.47","527,232.47","Consumer Discretionary","LR0008862868","New York Stock Exchange Inc.","United States","USD"
"SLHN","SWISS LIFE HOLDING AG","Equity","0.03","510.72","1,029.00","525,530.63","525,530.63","Financials","CH0014852781","SIX Swiss Exchange","Switzerland","CHF"
"CAH","CARDINAL HEALTH INC","Equity","0.03","59.65","8,803.00","525,098.95","525,098.95","Health Care","US14149Y1082","New York Stock Exchange Inc.","United States","USD"
"ZEN","ZENDESK INC","Equity","0.03","150.84","3,474.00","524,018.16","524,018.16","Information Technology","US98936J1016","New York Stock Exchange Inc.","United States","USD"
"MDB","MONGODB INC CLASS A","Equity","0.03","363.79","1,439.00","523,493.81","523,493.81","Information Technology","US60937P1066","NASDAQ","United States","USD"
"ABC","AMERISOURCEBERGEN CORP","Equity","0.03","121.34","4,308.00","522,732.72","522,732.72","Health Care","US03073E1055","New York Stock Exchange Inc.","United States","USD"
"7269","SUZUKI MOTOR CORP","Equity","0.03","40.90","12,700.00","519,372.45","519,372.45","Consumer Discretionary","JP3397200001","Tokyo Stock Exchange","Japan","JPY"
"TRI","THOMSON REUTERS CORP","Equity","0.03","103.96","4,984.00","518,153.72","518,153.72","Industrials","CA8849037095","Toronto Stock Exchange","Canada","CAD"
"HOLX","HOLOGIC INC","Equity","0.03","72.08","7,177.00","517,318.16","517,318.16","Health Care","US4364401012","NASDAQ","United States","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Equity","0.03","86.60","5,969.00","516,915.40","516,915.40","Information Technology","IE00BKVD2N49","NASDAQ","United States","USD"
"SUI","SUN COMMUNITIES REIT INC","Equity","0.03","194.80","2,650.00","516,220.00","516,220.00","Real Estate","US8666741041","New York Stock Exchange Inc.","United States","USD"
"PPL","PEMBINA PIPELINE CORP","Equity","0.03","32.61","15,830.00","516,276.37","516,276.37","Energy","CA7063271034","Toronto Stock Exchange","Canada","CAD"
"CINF","CINCINNATI FINANCIAL CORP","Equity","0.03","113.70","4,533.00","515,402.10","515,402.10","Financials","US1720621010","NASDAQ","United States","USD"
"8604","NOMURA HOLDINGS INC","Equity","0.03","4.99","103,000.00","514,391.97","514,391.97","Financials","JP3762600009","Tokyo Stock Exchange","Japan","JPY"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Equity","0.03","62.47","8,211.00","512,941.17","512,941.17","Financials","US74251V1026","NASDAQ","United States","USD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Equity","0.03","18.31","28,000.00","512,778.13","512,778.13","Financials","JP3476480003","Tokyo Stock Exchange","Japan","JPY"
"SY1","SYMRISE AG","Equity","0.03","145.67","3,505.00","510,555.22","510,555.22","Materials","DE000SYM9999","Xetra","Germany","EUR"
"AVY","AVERY DENNISON CORP","Equity","0.03","209.99","2,424.00","509,015.76","509,015.76","Materials","US0536111091","New York Stock Exchange Inc.","United States","USD"
"CCL","CARNIVAL CORP","Equity","0.03","22.82","22,257.00","507,904.74","507,904.74","Consumer Discretionary","PA1436583006","New York Stock Exchange Inc.","United States","USD"
"COL","COLES GROUP LTD","Equity","0.03","12.96","39,180.00","507,660.82","507,660.82","Consumer Staples","AU0000030678","Asx - All Markets","Australia","AUD"
"LB","L BRANDS INC","Equity","0.03","77.43","6,538.00","506,237.34","506,237.34","Consumer Discretionary","US5017971046","New York Stock Exchange Inc.","United States","USD"
"LNG","CHENIERE ENERGY INC","Equity","0.03","85.17","5,940.00","505,909.80","505,909.80","Energy","US16411R2085","Nyse Mkt Llc","United States","USD"
"SGEN","SEAGEN INC","Equity","0.03","146.10","3,463.00","505,944.30","505,944.30","Health Care","US81181C1045","NASDAQ","United States","USD"
"PTC","PTC INC","Equity","0.03","145.25","3,463.00","503,000.75","503,000.75","Information Technology","US69370C1009","NASDAQ","United States","USD"
"TDOC","TELADOC HEALTH INC","Equity","0.03","151.81","3,309.00","502,339.29","502,339.29","Health Care","US87918A1051","New York Stock Exchange Inc.","United States","USD"
